state,date,qty_cases,qty_new_cases,cumm_qty_new_cases_14d,category
PB,2020-04-25,499,52,398,real
PB,2020-04-26,543,44,432,real
PB,2020-04-27,633,90,497,real
PB,2020-04-28,698,65,546,real
PB,2020-04-29,814,116,649,real
PB,2020-04-30,926,112,731,real
PB,2020-05-01,1022,96,817,real
PB,2020-05-02,1169,147,933,real
PB,2020-05-03,1219,50,974,real
PB,2020-05-04,1361,142,1098,real
PB,2020-05-05,1493,132,1192,real
PB,2020-05-06,1657,164,1312,real
PB,2020-05-07,1849,192,1463,real
PB,2020-05-08,2030,181,1583,real
PB,2020-05-09,2156,126,1657,real
PB,2020-05-10,2341,185,1798,real
PB,2020-05-11,2525,184,1892,real
PB,2020-05-12,2777,252,2079,real
PB,2020-05-13,3045,268,2231,real
PB,2020-05-14,3361,316,2435,real
PB,2020-05-15,3739,378,2717,real
PB,2020-05-16,4063,324,2894,real
PB,2020-05-17,4347,284,3128,real
PB,2020-05-18,4786,439,3425,real
PB,2020-05-19,5300,514,3807,real
PB,2020-05-20,5838,538,4181,real
PB,2020-05-21,5841,3,3992,real
PB,2020-05-22,6882,1041,4852,real
PB,2020-05-23,6883,1,4727,real
PB,2020-05-24,7823,940,5482,real
PB,2020-05-25,8016,193,5491,real
PB,2020-05-26,8919,903,6142,real
PB,2020-05-27,10209,1290,7164,real
PB,2020-05-28,10219,10,6858,real
PB,2020-05-29,12011,1792,8272,real
PB,2020-05-30,12862,851,8799,real
PB,2020-05-31,13162,300,8815,real
PB,2020-06-01,13695,533,8909,real
PB,2020-06-02,14859,1164,9559,real
PB,2020-06-03,16018,1159,10180,real
PB,2020-06-04,17579,1561,11738,real
PB,2020-06-05,18579,1000,11697,real
PB,2020-06-06,19787,1208,12904,real
PB,2020-06-07,19787,0,11964,real
PB,2020-06-08,20951,1164,12935,real
PB,2020-06-09,22452,1501,13533,real
PB,2020-06-10,24032,1580,13823,real
PB,2020-06-11,25370,1338,15151,real
PB,2020-06-12,26556,1186,14545,real
PB,2020-06-13,27454,898,14592,real
PB,2020-06-14,27454,0,14292,real
PB,2020-06-15,28668,1214,14973,real
PB,2020-06-16,30128,1460,15269,real
PB,2020-06-17,31712,1584,15694,real
PB,2020-06-18,33382,1670,15803,real
PB,2020-06-19,35093,1711,16514,real
PB,2020-06-20,36521,1428,16734,real
PB,2020-06-21,36784,263,16997,real
PB,2020-06-22,37253,469,16302,real
PB,2020-06-23,38999,1746,16547,real
PB,2020-06-24,39912,913,15880,real
PB,2020-06-25,40824,912,15454,real
PB,2020-06-26,42832,2008,16276,real
PB,2020-06-27,44242,1410,16788,real
PB,2020-06-28,44679,437,17225,real
PB,2020-06-29,45057,378,16389,real
PB,2020-06-30,44679,-378,14551,real
PB,2020-07-01,45057,378,13345,real
PB,2020-07-02,44679,-378,11297,real
PB,2020-07-03,50765,6086,15672,real
PB,2020-07-04,52306,1541,15785,real
PB,2020-07-05,52728,422,15944,real
PB,2020-07-06,52751,23,15498,real
PB,2020-07-07,54802,2051,15803,real
PB,2020-07-08,56344,1542,16432,real
PB,2020-07-09,57614,1270,16790,real
PB,2020-07-10,59118,1504,16286,real
PB,2020-07-11,60421,1303,16179,real
PB,2020-07-12,60439,18,15760,real
PB,2020-07-13,61108,669,16051,real
PB,2020-07-14,62462,1354,17783,real
PB,2020-07-15,63939,1477,18882,real
PB,2020-07-16,65423,1484,20744,real
PB,2020-07-17,66347,924,15582,real
PB,2020-07-18,66971,624,14665,real
PB,2020-07-19,67382,411,14654,real
PB,2020-07-20,67680,298,14929,real
PB,2020-07-21,68844,1164,14042,real
PB,2020-07-22,70972,2128,14628,real
PB,2020-07-23,73104,2132,15490,real
PB,2020-07-24,73175,71,14057,real
PB,2020-07-25,75723,2548,15302,real
PB,2020-07-26,76153,430,15714,real
PB,2020-07-27,76693,540,15585,real
PB,2020-07-28,78175,1482,15713,real
PB,2020-07-29,79898,1723,15959,real
PB,2020-07-30,81108,1210,15685,real
PB,2020-07-31,82794,1686,16447,real
PB,2020-08-01,82823,29,15852,real
PB,2020-08-02,84008,1185,16626,real
PB,2020-08-03,84037,29,16357,real
PB,2020-08-04,85760,1723,16916,real
PB,2020-08-05,87071,1311,16099,real
PB,2020-08-06,87867,796,14763,real
PB,2020-08-07,89117,1250,15942,real
PB,2020-08-08,89147,30,13424,real
PB,2020-08-09,89147,0,12994,real
PB,2020-08-10,90366,1219,13673,real
PB,2020-08-11,91819,1453,13644,real
PB,2020-08-12,92897,1078,12999,real
PB,2020-08-13,93794,897,12686,real
PB,2020-08-14,94660,866,11866,real
PB,2020-08-15,95588,928,12765,real
PB,2020-08-16,96033,445,12025,real
PB,2020-08-17,96223,190,12186,real
PB,2020-08-18,97497,1274,11737,real
PB,2020-08-19,98494,997,11423,real
PB,2020-08-20,99445,951,11578,real
PB,2020-08-21,100290,845,11173,real
PB,2020-08-22,100970,680,11823,real
PB,2020-08-23,101132,162,11985,real
PB,2020-08-24,101303,171,10937,real
PB,2020-08-25,102208,905,10389,real
PB,2020-08-26,103213,1005,10316,real
PB,2020-08-27,104096,883,10302,real
PB,2020-08-28,104803,707,10143,real
PB,2020-08-29,105531,728,9943,real
PB,2020-08-30,105661,130,9628,real
PB,2020-08-31,105778,117,9555,real
PB,2020-09-01,106605,827,9108,real
PB,2020-09-02,107384,779,8890,real
PB,2020-09-03,108182,798,8737,real
PB,2020-09-04,108925,743,8635,real
PB,2020-09-05,109530,605,8560,real
PB,2020-09-06,109530,0,8398,real
PB,2020-09-07,109749,219,8446,prediction
PB,2020-09-08,109968,219,7760,prediction
PB,2020-09-09,110187,219,6974,prediction
PB,2020-09-10,110407,220,6311,prediction
PB,2020-09-11,110627,220,5824,prediction
PB,2020-09-12,110848,221,5317,prediction
PB,2020-09-13,111069,221,5408,prediction
PB,2020-09-14,111291,222,5513,prediction
PB,2020-09-15,111513,222,4908,prediction
PB,2020-09-16,111736,223,4352,prediction
PB,2020-09-17,111959,223,3777,prediction
PB,2020-09-18,112182,223,3257,prediction
PB,2020-09-19,112406,224,2876,prediction
PB,2020-09-20,112630,224,3100,prediction
PB,2020-09-21,112855,225,3106,prediction
PB,2020-09-22,113080,225,3112,prediction
PB,2020-09-23,113306,226,3119,prediction
PB,2020-09-24,113532,226,3125,prediction
PB,2020-09-25,113759,227,3132,prediction
PB,2020-09-26,113986,227,3138,prediction
PB,2020-09-27,114213,227,3144,prediction
PB,2020-09-28,114441,228,3150,prediction
PB,2020-09-29,114669,228,3156,prediction
PB,2020-09-30,114898,229,3162,prediction
PB,2020-10-01,115127,229,3168,prediction
PB,2020-10-02,115357,230,3175,prediction
PB,2020-10-03,115587,230,3181,prediction
PB,2020-10-04,115818,231,3188,prediction
PB,2020-10-05,116049,231,3194,prediction
PB,2020-10-06,116281,232,3201,prediction
PB,2020-10-07,116513,232,3207,prediction
PB,2020-10-08,116746,233,3214,prediction
PB,2020-10-09,116979,233,3220,prediction
PB,2020-10-10,117212,233,3226,prediction
PB,2020-10-11,117446,234,3233,prediction
PB,2020-10-12,117680,234,3239,prediction
PB,2020-10-13,117915,235,3246,prediction
PB,2020-10-14,118150,235,3252,prediction
PB,2020-10-15,118386,236,3259,prediction
PB,2020-10-16,118622,236,3265,prediction
PB,2020-10-17,118859,237,3272,prediction
PB,2020-10-18,119096,237,3278,prediction
PB,2020-10-19,119334,238,3285,prediction
PB,2020-10-20,119572,238,3291,prediction
PB,2020-10-21,119811,239,3298,prediction
PB,2020-10-22,120050,239,3304,prediction
PB,2020-10-23,120290,240,3311,prediction
PB,2020-10-24,120530,240,3318,prediction
PB,2020-10-25,120771,241,3325,prediction
PB,2020-10-26,121012,241,3332,prediction
PB,2020-10-27,121254,242,3339,prediction
PE,2020-03-12,2,2,2,real
PE,2020-03-13,2,0,2,real
PE,2020-03-14,7,5,7,real
PE,2020-03-15,8,1,8,real
PE,2020-03-16,18,10,18,real
PE,2020-03-17,19,1,19,real
PE,2020-03-18,22,3,22,real
PE,2020-03-19,28,6,28,real
PE,2020-03-20,31,3,31,real
PE,2020-03-21,33,2,33,real
PE,2020-03-22,37,4,37,real
PE,2020-03-23,42,5,42,real
PE,2020-03-24,42,0,42,real
PE,2020-03-25,46,4,46,real
PE,2020-03-26,48,2,46,real
PE,2020-03-27,53,5,51,real
PE,2020-03-28,68,15,61,real
PE,2020-03-29,73,5,65,real
PE,2020-03-30,83,10,65,real
PE,2020-03-31,93,10,74,real
PE,2020-04-01,96,3,74,real
PE,2020-04-02,107,11,79,real
PE,2020-04-03,136,29,105,real
PE,2020-04-04,176,40,143,real
PE,2020-04-05,201,25,164,real
PE,2020-04-06,223,22,181,real
PE,2020-04-07,351,128,309,real
PE,2020-04-08,401,50,355,real
PE,2020-04-09,555,154,507,real
PE,2020-04-10,684,129,631,real
PE,2020-04-11,816,132,748,real
PE,2020-04-12,960,144,887,real
PE,2020-04-13,1154,194,1071,real
PE,2020-04-14,1284,130,1191,real
PE,2020-04-15,1484,200,1388,real
PE,2020-04-16,1683,199,1576,real
PE,2020-04-17,2006,323,1870,real
PE,2020-04-18,2193,187,2017,real
PE,2020-04-19,2459,266,2258,real
PE,2020-04-20,2690,231,2467,real
PE,2020-04-21,2908,218,2557,real
PE,2020-04-22,3296,388,2895,real
PE,2020-04-23,3604,308,3049,real
PE,2020-04-24,4006,402,3322,real
PE,2020-04-25,4508,502,3692,real
PE,2020-04-26,4517,9,3557,real
PE,2020-04-27,5358,841,4204,real
PE,2020-04-28,5724,366,4440,real
PE,2020-04-29,6194,470,4710,real
PE,2020-04-30,6876,682,5193,real
PE,2020-05-01,7334,458,5328,real
PE,2020-05-02,8145,811,5952,real
PE,2020-05-03,8643,498,6184,real
PE,2020-05-04,8863,220,6173,real
PE,2020-05-05,9325,462,6417,real
PE,2020-05-06,9325,0,6029,real
PE,2020-05-07,10824,1499,7220,real
PE,2020-05-08,11587,763,7581,real
PE,2020-05-09,12470,883,7962,real
PE,2020-05-10,13275,805,8758,real
PE,2020-05-11,13768,493,8410,real
PE,2020-05-12,12477,-1291,6753,real
PE,2020-05-13,14901,2424,8707,real
PE,2020-05-14,15588,687,8712,real
PE,2020-05-15,16209,621,8875,real
PE,2020-05-16,18488,2279,10343,real
PE,2020-05-17,19452,964,10809,real
PE,2020-05-18,19452,0,10589,real
PE,2020-05-19,21242,1790,11917,real
PE,2020-05-20,21242,0,11917,real
PE,2020-05-21,22137,895,11313,real
PE,2020-05-22,25760,3623,14173,real
PE,2020-05-23,25760,0,13290,real
PE,2020-05-24,27759,1999,14484,real
PE,2020-05-25,28366,607,14598,real
PE,2020-05-26,28854,488,16377,real
PE,2020-05-27,29919,1065,15018,real
PE,2020-05-28,29919,0,14331,real
PE,2020-05-29,32255,2336,16046,real
PE,2020-05-30,32255,0,13767,real
PE,2020-05-31,34450,2195,14998,real
PE,2020-06-01,34900,450,15448,real
PE,2020-06-02,35508,608,14266,real
PE,2020-06-03,36463,955,15221,real
PE,2020-06-04,37507,1044,15370,real
PE,2020-06-05,38511,1004,12751,real
PE,2020-06-06,38511,0,12751,real
PE,2020-06-07,39361,850,11602,real
PE,2020-06-08,40705,1344,12339,real
PE,2020-06-09,41010,305,12156,real
PE,2020-06-10,41935,925,12016,real
PE,2020-06-11,42994,1059,13075,real
PE,2020-06-12,43872,878,11617,real
PE,2020-06-13,44671,799,12416,real
PE,2020-06-14,45261,590,10811,real
PE,2020-06-15,45507,246,10607,real
PE,2020-06-16,46427,920,10919,real
PE,2020-06-17,47446,1019,10983,real
PE,2020-06-18,48626,1180,11119,real
PE,2020-06-19,49720,1094,11209,real
PE,2020-06-20,51118,1398,12607,real
PE,2020-06-21,52113,995,12752,real
PE,2020-06-22,52494,381,11789,real
PE,2020-06-23,52831,337,11821,real
PE,2020-06-24,54022,1191,12087,real
PE,2020-06-25,55136,1114,12142,real
PE,2020-06-26,55804,668,11932,real
PE,2020-06-27,57089,1285,12418,real
PE,2020-06-28,58107,1018,12846,real
PE,2020-06-29,58476,369,12969,real
PE,2020-06-30,58858,382,12431,real
PE,2020-07-01,59705,847,12259,real
PE,2020-07-02,61119,1414,12493,real
PE,2020-07-03,62362,1243,12642,real
PE,2020-07-04,63457,1095,12339,real
PE,2020-07-05,65129,1672,13016,real
PE,2020-07-06,65642,513,13148,real
PE,2020-07-07,66151,509,13320,real
PE,2020-07-08,67604,1453,13582,real
PE,2020-07-09,68767,1163,13631,real
PE,2020-07-10,70100,1333,14296,real
PE,2020-07-11,71370,1270,14281,real
PE,2020-07-12,72470,1100,14363,real
PE,2020-07-13,72901,431,14425,real
PE,2020-07-14,73576,675,14718,real
PE,2020-07-15,74960,1384,15255,real
PE,2020-07-16,76091,1131,14972,real
PE,2020-07-17,77423,1332,15061,real
PE,2020-07-18,78509,1086,15052,real
PE,2020-07-19,79452,943,14323,real
PE,2020-07-20,80115,663,14473,real
PE,2020-07-21,80441,326,14290,real
PE,2020-07-22,81382,941,13778,real
PE,2020-07-23,83240,1858,14473,real
PE,2020-07-24,85042,1802,14942,real
PE,2020-07-25,86752,1710,15382,real
PE,2020-07-26,88466,1714,15996,real
PE,2020-07-27,89132,666,16231,real
PE,2020-07-28,89678,546,16102,real
PE,2020-07-29,91536,1858,16576,real
PE,2020-07-30,93373,1837,17282,real
PE,2020-07-31,95005,1632,17582,real
PE,2020-08-01,96746,1741,18237,real
PE,2020-08-02,97970,1224,18518,real
PE,2020-08-03,98401,431,18286,real
PE,2020-08-04,98833,432,18392,real
PE,2020-08-05,100321,1488,18939,real
PE,2020-08-06,101395,1074,18155,real
PE,2020-08-07,102872,1477,17830,real
PE,2020-08-08,104113,1241,17361,real
PE,2020-08-09,104803,690,16337,real
PE,2020-08-10,105381,578,16249,real
PE,2020-08-11,105982,601,16304,real
PE,2020-08-12,107375,1393,15839,real
PE,2020-08-13,108842,1467,15469,real
PE,2020-08-14,110409,1567,15404,real
PE,2020-08-15,111773,1364,15027,real
PE,2020-08-16,112958,1185,14988,real
PE,2020-08-17,113183,225,14782,real
PE,2020-08-18,113788,605,14955,real
PE,2020-08-19,115217,1429,14896,real
PE,2020-08-20,116359,1142,14964,real
PE,2020-08-21,117431,1072,14559,real
PE,2020-08-22,118027,596,13914,real
PE,2020-08-23,119140,1113,14337,real
PE,2020-08-24,119357,217,13976,real
PE,2020-08-25,119958,601,13976,real
PE,2020-08-26,121078,1120,13703,real
PE,2020-08-27,122147,1069,13305,real
PE,2020-08-28,123146,999,12737,real
PE,2020-08-29,124151,1005,12378,real
PE,2020-08-30,125094,943,12136,real
PE,2020-08-31,125539,445,12356,real
PE,2020-09-01,127287,1748,13499,real
PE,2020-09-02,128724,1437,13507,real
PE,2020-09-03,130199,1475,13840,real
PE,2020-09-04,131230,1031,13799,real
PE,2020-09-05,131961,731,13934,real
PE,2020-09-06,131961,0,12821,real
PE,2020-09-07,132252,291,12895,prediction
PE,2020-09-08,132516,264,12558,prediction
PE,2020-09-09,132781,265,11703,prediction
PE,2020-09-10,133046,265,10899,prediction
PE,2020-09-11,133312,266,10166,prediction
PE,2020-09-12,133578,266,9427,prediction
PE,2020-09-13,133845,267,8751,prediction
PE,2020-09-14,134112,267,8573,prediction
PE,2020-09-15,134380,268,7093,prediction
PE,2020-09-16,134648,268,5924,prediction
PE,2020-09-17,134917,269,4718,prediction
PE,2020-09-18,135186,269,3956,prediction
PE,2020-09-19,135456,270,3495,prediction
PE,2020-09-20,135726,270,3765,prediction
PE,2020-09-21,135997,271,3745,prediction
PE,2020-09-22,136268,271,3752,prediction
PE,2020-09-23,136540,272,3759,prediction
PE,2020-09-24,136813,273,3767,prediction
PE,2020-09-25,137086,273,3774,prediction
PE,2020-09-26,137360,274,3782,prediction
PE,2020-09-27,137634,274,3789,prediction
PE,2020-09-28,137909,275,3797,prediction
PE,2020-09-29,138184,275,3804,prediction
PE,2020-09-30,138460,276,3812,prediction
PE,2020-10-01,138736,276,3819,prediction
PE,2020-10-02,139013,277,3827,prediction
PE,2020-10-03,139291,278,3835,prediction
PE,2020-10-04,139569,278,3843,prediction
PE,2020-10-05,139848,279,3851,prediction
PE,2020-10-06,140127,279,3859,prediction
PE,2020-10-07,140407,280,3867,prediction
PE,2020-10-08,140687,280,3874,prediction
PE,2020-10-09,140968,281,3882,prediction
PE,2020-10-10,141249,281,3889,prediction
PE,2020-10-11,141531,282,3897,prediction
PE,2020-10-12,141814,283,3905,prediction
PE,2020-10-13,142097,283,3913,prediction
PE,2020-10-14,142381,284,3921,prediction
PE,2020-10-15,142665,284,3929,prediction
PE,2020-10-16,142950,285,3937,prediction
PE,2020-10-17,143235,285,3944,prediction
PE,2020-10-18,143521,286,3952,prediction
PE,2020-10-19,143808,287,3960,prediction
PE,2020-10-20,144095,287,3968,prediction
PE,2020-10-21,144383,288,3976,prediction
PE,2020-10-22,144671,288,3984,prediction
PE,2020-10-23,144960,289,3992,prediction
PE,2020-10-24,145249,289,4000,prediction
PE,2020-10-25,145539,290,4008,prediction
PE,2020-10-26,145830,291,4016,prediction
PE,2020-10-27,146121,291,4024,prediction
PI,2020-03-19,3,3,3,real
PI,2020-03-20,4,1,4,real
PI,2020-03-21,4,0,4,real
PI,2020-03-22,6,2,6,real
PI,2020-03-23,6,0,6,real
PI,2020-03-24,8,2,8,real
PI,2020-03-25,8,0,8,real
PI,2020-03-26,9,1,9,real
PI,2020-03-27,9,0,9,real
PI,2020-03-28,11,2,11,real
PI,2020-03-29,16,5,16,real
PI,2020-03-30,18,2,18,real
PI,2020-03-31,18,0,18,real
PI,2020-04-01,19,1,19,real
PI,2020-04-02,19,0,16,real
PI,2020-04-03,22,3,18,real
PI,2020-04-04,24,2,20,real
PI,2020-04-05,24,0,18,real
PI,2020-04-06,26,2,20,real
PI,2020-04-07,31,5,23,real
PI,2020-04-08,38,7,30,real
PI,2020-04-09,40,2,31,real
PI,2020-04-10,41,1,32,real
PI,2020-04-11,44,3,33,real
PI,2020-04-12,51,7,35,real
PI,2020-04-13,58,7,40,real
PI,2020-04-14,75,17,57,real
PI,2020-04-15,91,16,72,real
PI,2020-04-16,102,11,83,real
PI,2020-04-17,123,21,101,real
PI,2020-04-18,144,21,120,real
PI,2020-04-19,158,14,134,real
PI,2020-04-20,186,28,160,real
PI,2020-04-21,206,20,175,real
PI,2020-04-22,217,11,179,real
PI,2020-04-23,256,39,216,real
PI,2020-04-24,297,41,256,real
PI,2020-04-25,331,34,287,real
PI,2020-04-26,364,33,313,real
PI,2020-04-27,408,44,350,real
PI,2020-04-28,454,46,379,real
PI,2020-04-29,513,59,422,real
PI,2020-04-30,602,89,500,real
PI,2020-05-01,665,63,542,real
PI,2020-05-02,735,70,591,real
PI,2020-05-03,788,53,630,real
PI,2020-05-04,875,87,689,real
PI,2020-05-05,949,74,743,real
PI,2020-05-06,1051,102,834,real
PI,2020-05-07,1131,80,875,real
PI,2020-05-08,1233,102,936,real
PI,2020-05-09,1278,45,947,real
PI,2020-05-10,1332,54,968,real
PI,2020-05-11,1443,111,1035,real
PI,2020-05-12,1612,169,1158,real
PI,2020-05-13,1784,172,1271,real
PI,2020-05-14,1905,121,1303,real
PI,2020-05-15,2085,180,1420,real
PI,2020-05-16,2252,167,1517,real
PI,2020-05-17,2287,35,1499,real
PI,2020-05-18,2440,153,1565,real
PI,2020-05-19,2637,197,1688,real
PI,2020-05-20,2852,215,1801,real
PI,2020-05-21,2868,16,1737,real
PI,2020-05-22,3258,390,2025,real
PI,2020-05-23,3270,12,1992,real
PI,2020-05-24,3550,280,2218,real
PI,2020-05-25,3720,170,2277,real
PI,2020-05-26,3966,246,2354,real
PI,2020-05-27,4243,277,2459,real
PI,2020-05-28,4503,260,2598,real
PI,2020-05-29,4745,242,2660,real
PI,2020-05-30,4931,186,2679,real
PI,2020-05-31,5119,188,2832,real
PI,2020-06-01,5506,387,3066,real
PI,2020-06-02,5828,322,3191,real
PI,2020-06-03,6064,236,3212,real
PI,2020-06-04,6717,653,3849,real
PI,2020-06-05,7105,388,3847,real
PI,2020-06-06,7478,373,4208,real
PI,2020-06-07,7478,0,3928,real
PI,2020-06-08,7927,449,4207,real
PI,2020-06-09,8359,432,4393,real
PI,2020-06-10,8823,464,4580,real
PI,2020-06-11,9337,514,4834,real
PI,2020-06-12,9825,488,5080,real
PI,2020-06-13,10153,328,5222,real
PI,2020-06-14,10357,204,5238,real
PI,2020-06-15,10881,524,5375,real
PI,2020-06-16,11559,678,5731,real
PI,2020-06-17,12099,540,6035,real
PI,2020-06-18,12567,468,5850,real
PI,2020-06-19,13813,1246,6708,real
PI,2020-06-20,14264,451,6786,real
PI,2020-06-21,14476,212,6998,real
PI,2020-06-22,15269,793,7342,real
PI,2020-06-23,16227,958,7868,real
PI,2020-06-24,17080,853,8257,real
PI,2020-06-25,18023,943,8686,real
PI,2020-06-26,18665,642,8840,real
PI,2020-06-27,19158,493,9005,real
PI,2020-06-28,19753,595,9396,real
PI,2020-06-29,20422,669,9541,real
PI,2020-06-30,22059,1637,10500,real
PI,2020-07-01,23307,1248,11208,real
PI,2020-07-02,24376,1069,11809,real
PI,2020-07-03,25561,1185,11748,real
PI,2020-07-04,26079,518,11815,real
PI,2020-07-05,26511,432,12035,real
PI,2020-07-06,27514,1003,12245,real
PI,2020-07-07,28411,897,12184,real
PI,2020-07-08,29745,1334,12665,real
PI,2020-07-09,31269,1524,13246,real
PI,2020-07-10,32465,1196,13800,real
PI,2020-07-11,32963,498,13805,real
PI,2020-07-12,33359,396,13606,real
PI,2020-07-13,34156,797,13734,real
PI,2020-07-14,35445,1289,13386,real
PI,2020-07-15,36542,1097,13235,real
PI,2020-07-16,37057,515,12681,real
PI,2020-07-17,38568,1511,13007,real
PI,2020-07-18,39296,728,13217,real
PI,2020-07-19,39606,310,13095,real
PI,2020-07-20,40276,670,12762,real
PI,2020-07-21,41815,1539,13404,real
PI,2020-07-22,43179,1364,13434,real
PI,2020-07-23,44349,1170,13080,real
PI,2020-07-24,45389,1040,12924,real
PI,2020-07-25,46044,655,13081,real
PI,2020-07-26,46584,540,13225,real
PI,2020-07-27,47551,967,13395,real
PI,2020-07-28,48962,1411,13517,real
PI,2020-07-29,50198,1236,13656,real
PI,2020-07-30,51477,1279,14420,real
PI,2020-07-31,52458,981,13890,real
PI,2020-08-01,52993,535,13697,real
PI,2020-08-02,53224,231,13618,real
PI,2020-08-03,54443,1219,14167,real
PI,2020-08-04,55718,1275,13903,real
PI,2020-08-05,57100,1382,13921,real
PI,2020-08-06,58390,1290,14041,real
PI,2020-08-07,59571,1181,14182,real
PI,2020-08-08,59982,411,13938,real
PI,2020-08-09,60178,196,13594,real
PI,2020-08-10,61144,966,13593,real
PI,2020-08-11,62465,1321,13503,real
PI,2020-08-12,63662,1197,13464,real
PI,2020-08-13,64595,933,13118,real
PI,2020-08-14,65638,1043,13180,real
PI,2020-08-15,66078,440,13085,real
PI,2020-08-16,66315,237,13091,real
PI,2020-08-17,67226,911,12783,real
PI,2020-08-18,68475,1249,12757,real
PI,2020-08-19,69839,1364,12739,real
PI,2020-08-20,70536,697,12146,real
PI,2020-08-21,71510,974,11939,real
PI,2020-08-22,71899,389,11917,real
PI,2020-08-23,72165,266,11987,real
PI,2020-08-24,72956,791,11812,real
PI,2020-08-25,74096,1140,11631,real
PI,2020-08-26,75160,1064,11498,real
PI,2020-08-27,76033,873,11438,real
PI,2020-08-28,76916,883,11278,real
PI,2020-08-29,77265,349,11187,real
PI,2020-08-30,77405,140,11090,real
PI,2020-08-31,77859,454,10633,real
PI,2020-09-01,78922,1063,10447,real
PI,2020-09-02,79719,797,9880,real
PI,2020-09-03,80750,1031,10214,real
PI,2020-09-04,81626,876,10116,real
PI,2020-09-05,82006,380,10107,real
PI,2020-09-06,82006,0,9841,real
PI,2020-09-07,82258,252,9302,prediction
PI,2020-09-08,82422,164,8326,prediction
PI,2020-09-09,82586,164,7426,prediction
PI,2020-09-10,82751,165,6718,prediction
PI,2020-09-11,82916,165,6000,prediction
PI,2020-09-12,83081,165,5816,prediction
PI,2020-09-13,83247,166,5842,prediction
PI,2020-09-14,83413,166,5554,prediction
PI,2020-09-15,83579,166,4657,prediction
PI,2020-09-16,83746,167,4027,prediction
PI,2020-09-17,83913,167,3163,prediction
PI,2020-09-18,84080,167,2454,prediction
PI,2020-09-19,84248,168,2242,prediction
PI,2020-09-20,84416,168,2410,prediction
PI,2020-09-21,84584,168,2326,prediction
PI,2020-09-22,84753,169,2331,prediction
PI,2020-09-23,84922,169,2336,prediction
PI,2020-09-24,85091,169,2340,prediction
PI,2020-09-25,85261,170,2345,prediction
PI,2020-09-26,85431,170,2350,prediction
PI,2020-09-27,85601,170,2354,prediction
PI,2020-09-28,85772,171,2359,prediction
PI,2020-09-29,85943,171,2364,prediction
PI,2020-09-30,86114,171,2368,prediction
PI,2020-10-01,86286,172,2373,prediction
PI,2020-10-02,86458,172,2378,prediction
PI,2020-10-03,86630,172,2382,prediction
PI,2020-10-04,86803,173,2387,prediction
PI,2020-10-05,86976,173,2392,prediction
PI,2020-10-06,87149,173,2396,prediction
PI,2020-10-07,87323,174,2401,prediction
PI,2020-10-08,87497,174,2406,prediction
PI,2020-10-09,87671,174,2410,prediction
PI,2020-10-10,87846,175,2415,prediction
PI,2020-10-11,88021,175,2420,prediction
PI,2020-10-12,88197,176,2425,prediction
PI,2020-10-13,88373,176,2430,prediction
PI,2020-10-14,88549,176,2435,prediction
PI,2020-10-15,88726,177,2440,prediction
PI,2020-10-16,88903,177,2445,prediction
PI,2020-10-17,89080,177,2450,prediction
PI,2020-10-18,89258,178,2455,prediction
PI,2020-10-19,89436,178,2460,prediction
PI,2020-10-20,89614,178,2465,prediction
PI,2020-10-21,89793,179,2470,prediction
PI,2020-10-22,89972,179,2475,prediction
PI,2020-10-23,90151,179,2480,prediction
PI,2020-10-24,90331,180,2485,prediction
PI,2020-10-25,90511,180,2490,prediction
PI,2020-10-26,90692,181,2495,prediction
PI,2020-10-27,90873,181,2500,prediction
PR,2020-03-12,6,6,6,real
PR,2020-03-13,6,0,6,real
PR,2020-03-14,6,0,6,real
PR,2020-03-15,6,0,6,real
PR,2020-03-16,6,0,6,real
PR,2020-03-17,12,6,12,real
PR,2020-03-18,14,2,14,real
PR,2020-03-19,24,10,24,real
PR,2020-03-20,37,13,37,real
PR,2020-03-21,44,7,44,real
PR,2020-03-22,54,10,54,real
PR,2020-03-23,64,10,64,real
PR,2020-03-24,73,9,73,real
PR,2020-03-25,101,28,101,real
PR,2020-03-26,110,9,104,real
PR,2020-03-27,125,15,119,real
PR,2020-03-28,137,12,131,real
PR,2020-03-29,152,15,146,real
PR,2020-03-30,164,12,158,real
PR,2020-03-31,187,23,175,real
PR,2020-04-01,231,44,217,real
PR,2020-04-02,259,28,235,real
PR,2020-04-03,307,48,270,real
PR,2020-04-04,401,94,357,real
PR,2020-04-05,445,44,391,real
PR,2020-04-06,466,21,402,real
PR,2020-04-07,511,45,438,real
PR,2020-04-08,550,39,449,real
PR,2020-04-09,621,71,511,real
PR,2020-04-10,653,32,528,real
PR,2020-04-11,688,35,551,real
PR,2020-04-12,747,59,595,real
PR,2020-04-13,768,21,604,real
PR,2020-04-14,803,35,616,real
PR,2020-04-15,816,13,585,real
PR,2020-04-16,847,31,588,real
PR,2020-04-17,889,42,582,real
PR,2020-04-18,960,71,559,real
PR,2020-04-19,962,2,517,real
PR,2020-04-20,1018,56,552,real
PR,2020-04-21,1039,21,528,real
PR,2020-04-22,1077,38,527,real
PR,2020-04-23,1096,19,475,real
PR,2020-04-24,1133,37,480,real
PR,2020-04-25,1153,20,465,real
PR,2020-04-26,1169,16,422,real
PR,2020-04-27,1201,32,433,real
PR,2020-04-28,1286,85,483,real
PR,2020-04-29,1364,78,548,real
